gene_model	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	locus_symbol
Zm00001eb368350	64.3337676377279	0.891514603418395	0.194522400955115	4.5830947954632	4.58144215746754e-06	0.00053008573717526	
Zm00001eb322470	267.573716967026	0.418914302502356	0.0918579623925631	4.56045716224456	5.10423746534066e-06	0.000578874725057018	skus6
Zm00001eb282040	21.9201407186208	1.59633453940126	0.350611336443443	4.55300320746692	5.28854665105352e-06	0.00059055437603431	glp1
Zm00001eb157360	98.5898319200173	0.700763036717054	0.154064048272075	4.54851761054284	5.4025123092135e-06	0.00059863992164785	wox9b
Zm00001eb067310	71.8516716145526	0.91412168144369	0.201175859021168	4.54389351630658	5.52245628034367e-06	0.000607259410063745	hb67
Zm00001eb158480	32.8188937018148	1.23229810325737	0.272193525572107	4.52728660855278	5.97458830392629e-06	0.000649539203909873	
Zm00001eb362780	56.4945633545706	0.948962541869113	0.210264310796628	4.51318884443004	6.38601126256638e-06	0.000686496210725886	
Zm00001eb272500	81.6139096836539	0.767645020747619	0.170731219330901	4.49621940120873	6.91723608231805e-06	0.000735371112662668	srs5
Zm00001eb304920	31.1901636266568	1.36976166251278	0.30524330827175	4.48744206799552	7.20834040944277e-06	0.000757928055460023	
Zm00001eb332090	168.52645848566	0.525957720183602	0.117195920441807	4.48785007362748	7.19455292289645e-06	0.000757928055460023	npi611a
Zm00001eb406800	123.971246381041	0.622763264245202	0.139000252681145	4.48030310904374	7.45371108798288e-06	0.000776956707028872	IDP2353
Zm00001eb133150	125.398166228219	0.723859628435181	0.161632635803423	4.4784249470233	7.51957986985257e-06	0.000779277323922492	
Zm00001eb398820	129.75192632467	0.603642357605129	0.13490811834611	4.47447021725163	7.66010023238441e-06	0.000790994579551952	
Zm00001eb408070	119.475694515023	0.620506247661284	0.138900467046172	4.46727257911249	7.92231597236837e-06	0.000809368521857918	IDP3794
Zm00001eb403660	124.041633695155	0.617503959609897	0.138317122654627	4.46440720974065	8.02907347928488e-06	0.000814498615979568	IDP8502
Zm00001eb425880	85.459256987659	0.792013392979738	0.177496898288823	4.46212525748463	8.11507645558089e-06	0.000820334570825563	prh46
Zm00001eb290630	104.744613664029	0.743872438807274	0.167209593303178	4.44874258774443	8.63744570863859e-06	0.00086105470887847	dafl1
Zm00001eb408820	69.1179865229605	0.820505261469324	0.186565476333024	4.39794798907328	1.09279157007937e-05	0.00104944417113288	
Zm00001eb419510	89.8535770143213	0.721752198226964	0.164166201889123	4.39647253771781	1.10024273713519e-05	0.00105308947697226	pgd4
Zm00001eb314970	62.2123826973407	0.877299562384327	0.200263160517002	4.38073363128535	1.18280393548619e-05	0.00112463964954974	
Zm00001eb001980	80.0227266356343	0.74685623971482	0.172100581036169	4.33964972818924	1.42710004190022e-05	0.00130469714926519	KJ682451
Zm00001eb191100	19.9659912289847	1.65849661656334	0.382579487194437	4.33503800406438	1.45734942450288e-05	0.001320321915721	
Zm00001eb147120	53.0112787075346	0.949986337875954	0.219440780609884	4.32912394512858	1.4970366597689e-05	0.00134917077039779	chn12
Zm00001eb051010	39.2052324135829	1.07725726138808	0.248961744308011	4.32699917162901	1.51154529825401e-05	0.00135208048890955	
Zm00001eb215460	80.371777462282	0.786578662442368	0.181810322314743	4.32636966057775	1.51586948253309e-05	0.00135208048890955	
Zm00001eb161910	106.20064787327	0.648014376284539	0.150020936758871	4.31949293401688	1.56388115757218e-05	0.00138632049691244	
Zm00001eb241660	56.5129781944491	0.876775828920167	0.203056802971515	4.31788453324147	1.57531800306261e-05	0.00139217520454705	
Zm00001eb360750	79.6718765448013	0.750791426625607	0.17405622107654	4.31349952321125	1.60690486602729e-05	0.00140287664212868	abi33
Zm00001eb403580	139.489326961402	0.604553292793145	0.141223050463631	4.28084006689003	1.86189133959044e-05	0.00158549342503315	IDP8452
Zm00001eb119280	49.6201286464426	0.941823454422258	0.220089042734865	4.27928370589918	1.8749574434171e-05	0.00158875070426019	
Zm00001eb397140	130.727409581294	0.580108059340668	0.135663553101963	4.27607891785544	1.9021381870341e-05	0.00160705575274054	
Zm00001eb254530	123.844492591213	0.605125945995046	0.142366237533825	4.25048773134343	2.1330552012423e-05	0.00176084012457853	cl9361_1b
Zm00001eb076850	103.070913535742	0.65389671725349	0.154164028492793	4.24156480371203	2.21966779016317e-05	0.00181883884419588	sk1
Zm00001eb369050	170.140071955796	0.505897137443509	0.119278691913931	4.24130353314534	2.2222536381706e-05	0.00181883884419588	
Zm00001eb001770	174.925195950332	0.487640418974479	0.115010133397983	4.23997785731662	2.23541836432515e-05	0.00182239964955148	hb30
Zm00001eb337070	50.9996396461966	0.890846184422254	0.210928358705818	4.22345382995521	2.40586674350892e-05	0.00191472433371525	
Zm00001eb160430	69.1357609168289	0.776346545624456	0.184262414198394	4.21326589582491	2.5170445598314e-05	0.00197910102323308	cl6955_1a
Zm00001eb207420	198.187112158785	0.444813188588244	0.105582832115795	4.21293101988787	2.52078065027911e-05	0.00197910102323308	
Zm00001eb337060	50.6642388094362	0.889787483107559	0.211687861272241	4.20329950786951	2.63052152257981e-05	0.00203912617005304	si606041a06
Zm00001eb191830	30.2602696398582	1.2585145058818	0.299571394681805	4.20105032798127	2.6567951653033e-05	0.00204658472493016	Zm00001d051966
Zm00001eb217780	152.210332301467	0.534864053980934	0.127316514061299	4.20105795327865	2.65670567077489e-05	0.00204658472493016	
Zm00001eb274800	203.140818001943	0.454066689377411	0.108131381130156	4.19921288928011	2.67844410070315e-05	0.0020577593211002	sbp3
Zm00001eb328590	146.253464560221	0.544269792937115	0.129732612566782	4.19531975937772	2.72486899098414e-05	0.00208785839442162	pco091441
Zm00001eb080610	39.137863762815	1.09946795015186	0.262359853904546	4.19068669916198	2.78111462977481e-05	0.00211880939247585	
Zm00001eb067490	39.6615945544871	1.15544405575413	0.27648237260845	4.17908760277624	2.92680937460587e-05	0.00220349314870115	IDP3987
Zm00001eb078710	66.751532329313	0.779043523092778	0.1865962282589	4.17502288423464	2.97956100515038e-05	0.00223544668120787	
Zm00001eb175400	189.29520602085	0.486398661382654	0.11653607792978	4.17380325495199	2.99556470343733e-05	0.00224161608067609	
Zm00001eb215610	80.032002671533	0.765725097046417	0.183547445937947	4.1718101449654	3.0218938136019e-05	0.00225546012357178	bhlh154
Zm00001eb328640	62.1723403139864	0.819018189443183	0.196627049266489	4.16533835247239	3.10891139438593e-05	0.00230824179916339	trub3
Zm00001eb316720	165.171568993304	0.540840542853889	0.130280614560372	4.1513508719539	3.30518598345745e-05	0.00242296204029031	bzip7
Zm00001eb254480	190.214986882279	0.46506482556344	0.112100113623071	4.14865614790713	3.34432697359801e-05	0.00243924202808503	cesa16
Zm00001eb224940	242.293304307554	0.41168956614851	0.0995069907288825	4.13729289905071	3.51427395058619e-05	0.00252818824159053	jmj16
Zm00001eb286800	37.7510934727874	1.04585252794755	0.253135981482236	4.13158383025427	3.60272255127692e-05	0.00257248790315409	hagtf29
Zm00001eb322340	60.7849377398168	0.806561628052269	0.196195157486248	4.11101700157306	3.93920190287348e-05	0.00276289831276095	prh109
Zm00001eb067270	318.033083276463	0.35168052386068	0.0856113301396212	4.10787361073742	3.99318507616909e-05	0.00278415382467097	arftf4
Zm00001eb207940	165.947186366923	0.537914071349575	0.131059441180616	4.10435193759345	4.05449841710211e-05	0.00280793508165172	
Zm00001eb293010	38.9952291783432	1.02120157077941	0.248923332540581	4.10247428538233	4.08755296057941e-05	0.00281728231565294	hb2
Zm00001eb120890	268.97530351619	0.386987870930126	0.0945018580049911	4.095029231168	4.22115126401253e-05	0.00288178596957822	umc1886
Zm00001eb082140	118.393979585009	0.604446943925404	0.14816077410933	4.07966918071967	4.50998371151761e-05	0.0030500617541977	bnlg108
Zm00001eb156830	46.5643349523572	0.906534818303524	0.223014340287596	4.0649171579481	4.80495257230978e-05	0.00321931822344755	
Zm00001eb321160	51.527243144458	0.945291610925857	0.232796675254017	4.06058896629172	4.8949080465342e-05	0.00325062272746007	umc1001
Zm00001eb350320	49.0153787232716	0.903140480117655	0.222466346115154	4.05967237691838	4.91416184604759e-05	0.00325062272746007	
Zm00001eb430390	60.3910616940593	0.854671004642381	0.210539924893885	4.05942485765181	4.91937351326827e-05	0.00325062272746007	
Zm00001eb335550	13.7412072539858	1.77608010019199	0.437863465717453	4.05624181794163	4.98686298198162e-05	0.00328767786066111	
Zm00001eb249430	146.150549316714	0.499217267074092	0.123339579825016	4.04750257607769	5.17670124586865e-05	0.00338956279303354	umc2639
Zm00001eb291850	44.8328698252714	0.953687759671342	0.235867280430596	4.04332367732524	5.26987903369764e-05	0.0034349596144984	
Zm00001eb234860	188.789174739573	0.462385238815746	0.114537770698799	4.03696733396083	5.41466047781505e-05	0.00350553636777195	
Zm00001eb332120	37.2710313711037	1.04826511943896	0.259601301258469	4.03798098991525	5.3913220908208e-05	0.00350553636777195	
Zm00001eb068550	162.574070450653	0.488433640644703	0.121052962049154	4.03487558153574	5.46312383975696e-05	0.00352898201397754	
Zm00001eb295830	282.28607253441	0.357985374121888	0.089073523190881	4.01898747571419	5.84487773528663e-05	0.00371456026209723	arftf24
Zm00001eb999999	47.6071264730466	0.956757251209971	0.238156206957248	4.01735173495487	5.88558424721055e-05	0.00372667433323376	NA
Zm00001eb207380	139.32458054848	0.540722723923237	0.134639498245899	4.01607797836329	5.91746831670133e-05	0.00373864610096854	umc1101
Zm00001eb258940	127.419404739535	0.563592228065638	0.140353516530445	4.01551911200874	5.93150915939182e-05	0.00373931682455314	
Zm00001eb242820	100.631410136072	0.612899631861202	0.152732420531201	4.01289804567719	5.99778228125135e-05	0.00377284077560811	incw1
Zm00001eb323660	84.8469387065913	0.655548894449089	0.16349722406703	4.00954143527433	6.08367773899742e-05	0.00381023381870686	
Zm00001eb396640	40.4591810099846	0.991099762640472	0.247303820014488	4.00762011109415	6.13336711501344e-05	0.00382472525072591	si605009f09
Zm00001eb042820	12.7891282625243	1.85117640626745	0.462386583116025	4.00352534840514	6.24055111037136e-05	0.00388315934103237	GRMZM2G466563
Zm00001eb037520	69.5412890159331	0.796117274484429	0.199354355794357	3.99347820273192	6.51110667952676e-05	0.004016809067177	sodh1
Zm00001eb255530	89.9983646640084	0.679998338705924	0.171338267136522	3.96874761295505	7.22513556619922e-05	0.00437302848029831	mmp221
Zm00001eb292480	33.7127516073492	1.06403535566025	0.268550431732731	3.96214353034148	7.42798613939978e-05	0.00443983984805203	
Zm00001eb371910	33.3059271121867	1.20000618374743	0.302928305833388	3.96135376139938	7.45260206149156e-05	0.00443993826163768	
Zm00001eb429280	23.4606691751837	1.34108266224139	0.338558939528865	3.96114976053395	7.45897299074154e-05	0.00443993826163768	
Zm00001eb192720	41.7163992373832	0.929473777541904	0.234713117116594	3.96004189693491	7.49366150667584e-05	0.00445138944345012	
Zm00001eb214210	125.827342273973	0.573191539229685	0.145168549910487	3.94845536159949	7.86570789474409e-05	0.0046247151928077	si606037c03
Zm00001eb160790	57.6362489716375	0.79550415102615	0.201710571199883	3.9437900864296	8.02038687423077e-05	0.0046869644187949	cl25234_-2a
Zm00001eb322040	99.1714811421578	0.637375913496013	0.161645186655053	3.94305532187704	8.04500881533157e-05	0.00469183611274701	
Zm00001eb406490	21.1812225819183	1.34447727903748	0.341721874693432	3.93441970972344	8.33979408775429e-05	0.0048106796148964	
Zm00001eb015530	93.8353393853102	0.630722595676599	0.16087846955267	3.92049102300857	8.8368728024544e-05	0.00505139494918078	
Zm00001eb218330	16.4659913500407	1.59077744570172	0.40663969738714	3.91200725340702	9.1532162019309e-05	0.0052115446398741	
Zm00001eb071790	53.2859358339612	0.915008594491948	0.23450654779733	3.90184667799867	9.54616188311679e-05	0.00538209244329931	AY112131
Zm00001eb296590	74.4133233595303	0.682711372566246	0.175377401478555	3.89281268173954	9.90886617122183e-05	0.00554319290083303	kcs18
Zm00001eb430330	95.937430922436	0.638873102657127	0.164160076907389	3.89176902626299	9.95159612381175e-05	0.0055563078357949	
Zm00001eb160780	104.50567548961	0.57029155926358	0.146686146698878	3.88783516438189	0.000101142272592536	0.00559655463439792	
Zm00001eb283520	182.681653068866	0.439223421918825	0.112990572664816	3.88725724244069	0.000101383296273674	0.00559655463439792	
Zm00001eb006490	101.365182169637	0.581644438848203	0.149712418961944	3.88507809092346	0.000102297001506999	0.00561235320755906	
Zm00001eb253330	44.3941110287489	0.948749913617239	0.24427165598748	3.88399509464932	0.000102753981289922	0.00561734762991018	
Zm00001eb010480	36.7082765665939	1.03912639861025	0.267787108466592	3.88041980273253	0.000104276324771152	0.00568791620753332	cl62395_1
Zm00001eb277380	77.5158184933054	0.698329482151591	0.179980014039682	3.88003904698897	0.000104439697111598	0.00568791620753332	
Zm00001eb250760	108.147324919378	0.581147931216264	0.149846136602438	3.87829772854357	0.000105189934626828	0.00571796606905458	abi16
Zm00001eb150820	122.070160440606	0.56284705746844	0.145271313453047	3.87445424764027	0.000106863917264741	0.0057762653966176	
Zm00001eb369000	18.3696058214127	1.43903253632376	0.372251973698531	3.86574857354326	0.000110748985740793	0.00588740156782182	
Zm00001eb433510	117.269704570306	0.556871223736541	0.144313939748016	3.85874867465252	0.000113969064525903	0.00603575137682219	pco115175
Zm00001eb034810	62.3078989970432	0.770862759811148	0.199797279982814	3.85822449573616	0.000114213716770093	0.00603760950485572	IDP4863
Zm00001eb121010	82.9705882185115	0.75627434984907	0.196187685389925	3.8548512784886	0.000115800002442053	0.0060768635161303	
Zm00001eb276980	152.820031703709	0.549938825021803	0.142817104355554	3.85065099522456	0.000117804273451535	0.00611520922187158	ago10b
Zm00001eb336700	112.954758919644	0.581997439036772	0.151168075548736	3.85000230322531	0.000118116714105083	0.00612040023986949	cle26
Zm00001eb362790	49.0539853538873	0.875346503634446	0.22739707175923	3.84941853851694	0.00011839855056274	0.00612398966196149	
Zm00001eb281370	36.6527501777997	0.968959147840419	0.251895901228998	3.84666500372922	0.000119736503805916	0.00618209439901153	
Zm00001eb040530	19.4556659782708	1.39361450477033	0.362635451426846	3.84301782764741	0.000121530636993444	0.00622992097069269	ereb199
Zm00001eb338060	101.647569660725	0.612722045057567	0.159654888521523	3.83779069173298	0.000124146229472836	0.00633035906391577	zmm2
Zm00001eb045800	39.3356417342869	0.924260031627769	0.241860673382744	3.82145645549051	0.000132665841257304	0.00668199805353657	
Zm00001eb011370	76.3051156193078	0.65159226888509	0.170670824203094	3.81783044599183	0.0001346303968489	0.00672218671268078	bhlh56
Zm00001eb205660	18.8981681355207	1.63465551022207	0.428613426464496	3.81382245466704	0.000136833787662267	0.00679686452163779	
Zm00001eb068670	31.9289975240339	1.05366525781965	0.276404525578053	3.8120405431716	0.000137824262389539	0.00683428054981517	AY109603
Zm00001eb218340	19.7623386711336	1.41112466376526	0.370331479742039	3.81043670591602	0.000138721526064653	0.00686695389333788	
Zm00001eb115370	44.7990258102408	0.913035230603601	0.239729934051101	3.80859918148135	0.000139756288216652	0.00689448401287969	
Zm00001eb163270	23.9929746254726	1.27897291606266	0.33602441248306	3.8061904687569	0.000141123716728463	0.0069381813633908	
Zm00001eb102280	21.6046432389806	1.30799809728829	0.344165648772374	3.80048997322618	0.00014441026167967	0.00706359870796482	Zm00001d006066
Zm00001eb401700	44.042639020469	0.879341241297844	0.23135679945035	3.80080137427106	0.000144228882124273	0.00706359870796482	
Zm00001eb096680	223.811201265895	0.43064591143848	0.113480651428361	3.79488402664256	0.000147712485583292	0.00721287577907566	pip2b
Zm00001eb119990	85.482388742856	0.651807612052364	0.171882081380145	3.79217895675109	0.000149331237077779	0.00726728537197773	php20905
Zm00001eb219740	40.6669958153373	0.892353380232764	0.235631010817473	3.7870795407486	0.000152428316376343	0.00740549712445605	myb129
Zm00001eb187330	37.3127624816894	1.00226395362893	0.265178585898458	3.77958103303529	0.000157092464076554	0.0075809612898585	zag5
Zm00001eb066570	77.9787144181021	0.673006991356092	0.178140714064732	3.77795157546936	0.00015812361458992	0.00761796210089565	crr1
Zm00001eb359500	166.500037159484	0.458517693574996	0.121523588918746	3.77307564444606	0.000161247372115242	0.00775548712961624	ereb80
Zm00001eb225990	52.4332587973712	0.778330254441122	0.206392238330829	3.7711217279088	0.000162515368012591	0.00779046215048708	
Zm00001eb362630	87.4473815956419	0.610403806518228	0.161941503146441	3.76928578936463	0.000163715346237086	0.00783494871277485	
Zm00001eb226510	38.4355823770279	0.919345410775768	0.244056545004492	3.76693610392152	0.000165263275958735	0.00789591207358399	cle23
Zm00001eb408860	110.471112236473	0.542767024591142	0.144169210624555	3.7647915407168	0.000166688084126751	0.00793765901436646	nactf67
Zm00001eb150430	129.050959215292	0.582794910379216	0.155194973390564	3.75524346985486	0.000173173053793162	0.00820578236806086	
Zm00001eb216050	27.4925725778065	1.20498142879518	0.321211291042601	3.7513669736951	0.000175873059187344	0.00829280333091224	
Zm00001eb342900	107.480027556425	0.542621813524993	0.144715716948923	3.74957070983873	0.000177137545912329	0.00832517568961535	
Zm00001eb072720	73.7862023875548	0.67200599100345	0.179242632129114	3.74914150177945	0.000177440951417141	0.00832585311128312	
Zm00001eb011940	43.9116852627096	0.857426472262959	0.228757193521058	3.74819457725174	0.000178112057870072	0.00834375347518175	fbp2
Zm00001eb324500	62.4546803890565	0.718445012652242	0.191832543754839	3.74516752262019	0.000180273443555418	0.0084312953065448	pco107293
Zm00001eb322610	112.961955139258	0.52944060664129	0.141662865819396	3.73732808226728	0.000185986174000412	0.00857321867672299	
Zm00001eb291410	50.6832977588834	0.83908515457999	0.224554110660429	3.73667243103313	0.000186471590697719	0.00858186346326084	
